job_id,section_id,zone,job_type,reported_date,days_overdue,estimated_duration_hrs,asset_age_years,track_condition_score,traffic_density_num,days_since_inspection,defect_severity,risk_level,risk_level_num,preferred_window_start_hr,preferred_window_end_hr,priority_score,assigned_block_day,assigned_block_start_hr
JOB_0188,SEC_005,South Central Railway,Track Geometry Correction,2025-11-13,49,5.9,6.4,82.5,2,193,1,Medium,2,1,7,52.49,1,1
JOB_0189,SEC_021,Western Railway,Sleeper Replacement,2025-11-24,38,5.9,42.0,87.1,4,167,2,High,3,3,9,90.89,2,3
JOB_0190,SEC_005,South Central Railway,Drainage Clearance,2025-10-21,72,2.2,6.4,82.5,2,193,1,Medium,2,1,4,55.14,7,1
JOB_0191,SEC_023,South Central Railway,Track Geometry Correction,2025-10-13,80,6.7,42.7,92.7,2,280,2,Critical,4,1,8,94.76,1,1
JOB_0192,SEC_007,Northern Railway,Weld Repair,2025-12-17,15,3.5,40.1,73.0,2,108,5,Critical,4,2,6,99.89,6,2
JOB_0193,SEC_021,Western Railway,Weld Repair,2025-12-01,31,3.3,42.0,87.1,4,167,3,High,3,3,7,94.12,4,3
JOB_0194,SEC_002,Central Railway,Fish Plate Fixing,2025-12-06,26,2.2,5.7,62.8,2,25,5,Critical,4,1,4,95.32,6,1
JOB_0195,SEC_019,Northern Railway,Rail Replacement,2025-12-02,30,5.5,39.4,39.9,2,337,4,Critical,4,1,7,100.0,0,1
JOB_0196,SEC_024,Southern Railway,Sleeper Replacement,2025-12-16,16,8.3,34.5,58.5,3,169,4,Critical,4,3,12,100.0,6,3
JOB_0197,SEC_024,Southern Railway,Drainage Clearance,2025-10-06,87,2.5,34.5,58.5,3,169,2,Critical,4,1,4,100.0,1,1
JOB_0198,SEC_001,Northern Railway,Fish Plate Fixing,2025-12-05,27,2.8,29.5,77.9,1,150,1,Medium,2,2,5,51.27,9,2
JOB_0199,SEC_033,Western Railway,Level Crossing Repair,2025-11-08,54,2.2,40.8,90.2,2,11,4,Critical,4,2,5,99.71,1,2
JOB_0200,SEC_020,Central Railway,Ballast Tamping,2025-10-28,65,5.9,25.2,61.8,3,281,2,High,3,1,7,89.95,5,1
JOB_0201,SEC_026,Central Railway,OHE Maintenance,2025-10-12,81,3.9,5.1,85.9,3,127,1,Medium,2,1,5,60.56,0,1
JOB_0202,SEC_016,Eastern Railway,Ballast Tamping,2025-11-07,55,4.4,44.8,74.2,3,293,1,High,3,3,8,88.94,0,3
JOB_0203,SEC_020,Central Railway,Weld Repair,2025-12-17,15,3.4,25.2,61.8,3,281,1,Medium,2,2,6,59.86,8,2
JOB_0204,SEC_011,South Central Railway,Sleeper Replacement,2025-12-16,16,7.7,11.8,43.7,1,171,3,High,3,1,9,67.86,0,1
JOB_0205,SEC_022,Eastern Railway,Level Crossing Repair,2025-11-28,34,2.2,5.7,38.3,3,45,5,Critical,4,1,4,100.0,7,1
JOB_0206,SEC_030,Southern Railway,Drainage Clearance,2025-11-16,46,2.0,36.4,39.1,1,108,1,High,3,3,6,73.7,2,3
JOB_0207,SEC_024,Southern Railway,Weld Repair,2025-11-30,32,3.8,34.5,58.5,3,169,1,High,3,3,7,76.14,0,3
JOB_0208,SEC_003,Western Railway,Rail Replacement,2025-12-01,31,5.9,26.1,68.3,3,289,1,Medium,2,2,8,63.51,2,2
JOB_0209,SEC_012,Southern Railway,Rail Replacement,2025-10-23,70,4.9,39.7,39.3,2,345,4,Critical,4,2,7,100.0,4,2
JOB_0210,SEC_005,South Central Railway,OHE Maintenance,2025-11-15,47,4.5,6.4,82.5,2,193,1,Medium,2,1,6,58.7,2,1
JOB_0211,SEC_015,Western Railway,Drainage Clearance,2025-12-27,5,1.1,8.6,55.0,2,358,4,High,3,2,4,71.92,10,2
JOB_0212,SEC_006,Southern Railway,Drainage Clearance,2025-11-04,58,1.7,25.1,83.9,4,203,1,High,3,2,4,80.41,4,2
JOB_0213,SEC_040,Eastern Railway,Track Geometry Correction,2025-11-03,59,5.4,2.4,64.9,3,298,3,High,3,1,7,79.47,3,1
JOB_0214,SEC_010,Eastern Railway,Rail Replacement,2025-11-10,52,4.9,25.0,74.5,2,246,1,High,3,2,7,70.29,0,2
JOB_0215,SEC_022,Eastern Railway,Rail Replacement,2025-10-09,84,7.4,5.7,38.3,3,45,4,Critical,4,3,11,100.0,3,3
JOB_0216,SEC_027,Western Railway,Signal Cable Work,2025-12-25,7,4.8,24.1,77.0,2,258,2,Medium,2,1,6,54.86,6,1
JOB_0217,SEC_015,Western Railway,Drainage Clearance,2025-11-10,52,1.9,8.6,55.0,2,358,3,High,3,3,5,82.7,2,3
JOB_0218,SEC_026,Central Railway,Ballast Tamping,2025-10-18,75,3.2,5.1,85.9,3,127,5,Critical,4,3,7,100.0,2,3
JOB_0219,SEC_016,Eastern Railway,Fish Plate Fixing,2025-11-29,33,2.9,44.8,74.2,3,293,3,Critical,4,2,5,94.97,5,2
JOB_0220,SEC_029,South Central Railway,Fish Plate Fixing,2025-12-03,29,2.9,17.2,33.9,2,37,1,High,3,1,4,71.8,3,1
JOB_0221,SEC_010,Eastern Railway,Ballast Tamping,2025-12-11,21,4.4,25.0,74.5,2,246,4,High,3,1,6,80.13,14,1
JOB_0222,SEC_020,Central Railway,Signal Cable Work,2025-11-29,33,2.4,25.2,61.8,3,281,1,High,3,3,6,73.76,4,3
JOB_0223,SEC_039,Western Railway,Rail Replacement,2025-12-05,27,4.6,30.8,59.7,2,145,3,High,3,2,7,82.02,1,2
JOB_0224,SEC_020,Central Railway,Fish Plate Fixing,2025-12-10,22,2.9,25.2,61.8,3,281,1,Medium,2,2,5,55.2,7,2
JOB_0225,SEC_007,Northern Railway,Signal Cable Work,2025-12-19,13,2.5,40.1,73.0,2,108,2,High,3,1,4,77.19,4,1
JOB_0226,SEC_013,Northern Railway,Level Crossing Repair,2025-11-15,47,3.7,12.6,88.4,3,144,1,Medium,2,2,6,60.63,1,2
JOB_0227,SEC_002,Central Railway,Ballast Tamping,2025-12-07,25,5.4,5.7,62.8,2,25,4,High,3,2,8,82.77,3,2
JOB_0228,SEC_003,Western Railway,Signal Cable Work,2025-12-26,6,5.7,26.1,68.3,3,289,2,High,3,2,8,72.25,12,2
JOB_0229,SEC_032,Central Railway,Rail Replacement,2025-11-14,48,4.7,37.9,61.3,4,131,4,Critical,4,2,7,100.0,7,2
JOB_0230,SEC_010,Eastern Railway,Rail Replacement,2025-10-15,78,6.5,25.0,74.5,2,246,5,Critical,4,3,10,100.0,4,3
JOB_0231,SEC_032,Central Railway,Level Crossing Repair,2025-10-23,70,2.2,37.9,61.3,4,131,4,Critical,4,1,4,100.0,3,1
JOB_0232,SEC_035,South Central Railway,Rail Replacement,2025-11-14,48,5.9,11.4,33.7,1,287,3,Critical,4,2,8,89.68,5,2
JOB_0233,SEC_037,Northern Railway,Drainage Clearance,2025-11-21,41,1.5,27.6,67.6,3,130,4,Critical,4,1,3,100.0,4,1
JOB_0234,SEC_004,Eastern Railway,Signal Cable Work,2025-10-26,67,5.1,34.6,44.0,2,226,3,Critical,4,1,7,100.0,2,1
JOB_0235,SEC_007,Northern Railway,Track Geometry Correction,2025-10-09,84,4.1,40.1,73.0,2,108,2,Critical,4,1,6,100.0,3,1
JOB_0236,SEC_037,Northern Railway,Level Crossing Repair,2025-11-17,45,2.5,27.6,67.6,3,130,2,High,3,3,6,77.52,5,3
JOB_0237,SEC_023,South Central Railway,OHE Maintenance,2025-12-29,3,5.8,42.7,92.7,2,280,3,High,3,1,7,69.67,15,1
JOB_0238,SEC_035,South Central Railway,Fish Plate Fixing,2025-12-10,22,1.1,11.4,33.7,1,287,4,Critical,4,1,3,85.47,3,1
JOB_0239,SEC_039,Western Railway,Track Geometry Correction,2025-12-30,2,4.9,30.8,59.7,2,145,5,Critical,4,1,6,94.14,5,1
JOB_0240,SEC_012,Southern Railway,Sleeper Replacement,2025-12-25,7,4.7,39.7,39.3,2,345,1,High,3,3,8,74.08,4,3
JOB_0241,SEC_008,Central Railway,Drainage Clearance,2025-11-16,46,1.7,44.4,71.3,4,61,1,High,3,1,3,91.29,5,1
JOB_0242,SEC_020,Central Railway,Sleeper Replacement,2025-12-15,17,7.7,25.2,61.8,3,281,2,High,3,2,10,73.03,15,2
JOB_0243,SEC_021,Western Railway,Weld Repair,2025-10-03,90,3.4,42.0,87.1,4,167,5,Critical,4,1,5,100.0,2,1
JOB_0244,SEC_025,Northern Railway,Fish Plate Fixing,2025-10-05,88,1.3,21.4,68.2,2,42,3,Critical,4,3,5,100.0,0,3
JOB_0245,SEC_037,Northern Railway,Level Crossing Repair,2025-10-21,72,2.5,27.6,67.6,3,130,1,High,3,3,6,82.83,3,3
JOB_0246,SEC_037,Northern Railway,Ballast Tamping,2025-10-30,63,4.0,27.6,67.6,3,130,2,High,3,1,6,94.91,3,1
JOB_0247,SEC_023,South Central Railway,Sleeper Replacement,2025-12-11,21,8.1,42.7,92.7,2,280,1,Medium,2,2,11,56.19,14,2
JOB_0248,SEC_001,Northern Railway,Fish Plate Fixing,2025-12-06,26,2.4,29.5,77.9,1,150,2,High,3,2,5,61.12,8,2
JOB_0249,SEC_007,Northern Railway,Rail Replacement,2025-12-26,6,5.8,40.1,73.0,2,108,4,Critical,4,2,8,89.32,7,2
JOB_0250,SEC_025,Northern Railway,Sleeper Replacement,2025-10-24,69,4.5,21.4,68.2,2,42,4,Critical,4,2,7,100.0,3,2
JOB_0251,SEC_011,South Central Railway,Signal Cable Work,2025-12-23,9,3.2,11.8,43.7,1,171,1,Medium,2,1,5,43.03,15,1
JOB_0252,SEC_011,South Central Railway,Level Crossing Repair,2025-12-12,20,3.6,11.8,43.7,1,171,1,Medium,2,1,5,56.68,10,1
JOB_0253,SEC_039,Western Railway,OHE Maintenance,2025-11-01,61,4.3,30.8,59.7,2,145,1,High,3,2,7,77.49,2,2
JOB_0254,SEC_004,Eastern Railway,Ballast Tamping,2025-11-20,42,5.9,34.6,44.0,2,226,2,Critical,4,2,8,88.63,4,2
JOB_0255,SEC_019,Northern Railway,Fish Plate Fixing,2025-12-02,30,1.1,39.4,39.9,2,337,1,High,3,1,3,73.06,1,1
JOB_0256,SEC_024,Southern Railway,Rail Replacement,2025-11-08,54,5.2,34.5,58.5,3,169,1,High,3,3,9,82.02,7,3
JOB_0257,SEC_013,Northern Railway,Ballast Tamping,2025-12-29,3,3.5,12.6,88.4,3,144,2,Medium,2,1,5,50.93,14,1
JOB_0258,SEC_026,Central Railway,Signal Cable Work,2025-10-31,62,2.4,5.1,85.9,3,127,3,High,3,3,6,82.97,6,3
JOB_0259,SEC_012,Southern Railway,Sleeper Replacement,2025-11-14,48,4.9,39.7,39.3,2,345,3,Critical,4,2,7,100.0,3,2
JOB_0260,SEC_018,Southern Railway,OHE Maintenance,2025-12-25,7,5.3,8.8,63.0,1,144,2,Medium,2,3,9,47.99,8,3
JOB_0261,SEC_006,Southern Railway,Sleeper Replacement,2025-10-24,69,8.9,25.1,83.9,4,203,4,Critical,4,2,11,100.0,6,2
JOB_0262,SEC_035,South Central Railway,Signal Cable Work,2025-10-20,73,3.9,11.4,33.7,1,287,2,Critical,4,1,5,86.79,6,1
JOB_0263,SEC_003,Western Railway,Drainage Clearance,2025-10-20,73,2.6,26.1,68.3,3,289,5,Critical,4,1,4,100.0,7,1
JOB_0264,SEC_012,Southern Railway,Weld Repair,2025-12-05,27,2.3,39.7,39.3,2,345,2,Critical,4,2,5,86.73,1,2
JOB_0265,SEC_028,Eastern Railway,Track Geometry Correction,2025-10-13,80,6.3,26.8,36.1,2,252,2,Critical,4,1,8,100.0,1,1
JOB_0266,SEC_025,Northern Railway,Drainage Clearance,2025-11-12,50,1.7,21.4,68.2,2,42,5,Critical,4,2,4,100.0,7,2
JOB_0267,SEC_001,Northern Railway,OHE Maintenance,2025-10-18,75,5.3,29.5,77.9,1,150,5,Critical,4,3,9,100.0,1,3
JOB_0268,SEC_007,Northern Railway,OHE Maintenance,2025-12-20,12,5.6,40.1,73.0,2,108,3,High,3,2,8,81.11,13,2
JOB_0269,SEC_017,South Central Railway,Level Crossing Repair,2025-10-10,83,3.7,31.3,37.3,3,146,4,Critical,4,2,6,100.0,2,2
JOB_0270,SEC_040,Eastern Railway,OHE Maintenance,2025-10-06,87,3.1,2.4,64.9,3,298,4,Critical,4,2,6,100.0,3,2
JOB_0271,SEC_004,Eastern Railway,Signal Cable Work,2025-11-28,34,2.1,34.6,44.0,2,226,3,Critical,4,2,5,98.25,7,2
JOB_0272,SEC_007,Northern Railway,Track Geometry Correction,2025-12-15,17,6.9,40.1,73.0,2,108,3,High,3,2,9,79.43,10,2
JOB_0273,SEC_018,Southern Railway,Level Crossing Repair,2025-10-16,77,2.6,8.8,63.0,1,144,1,High,3,3,6,69.94,7,3
JOB_0274,SEC_034,Eastern Railway,Sleeper Replacement,2025-12-25,7,8.0,14.3,40.1,3,294,5,Critical,4,1,10,100.0,4,1
JOB_0275,SEC_033,Western Railway,Level Crossing Repair,2025-12-15,17,4.6,40.8,90.2,2,11,5,Critical,4,1,6,100.0,0,1
JOB_0276,SEC_016,Eastern Railway,Rail Replacement,2025-11-04,58,7.7,44.8,74.2,3,293,1,High,3,3,11,87.51,3,3
JOB_0277,SEC_018,Southern Railway,Sleeper Replacement,2025-11-03,59,6.0,8.8,63.0,1,144,5,Critical,4,1,8,100.0,5,1
JOB_0278,SEC_032,Central Railway,OHE Maintenance,2025-11-05,57,5.9,37.9,61.3,4,131,2,Critical,4,2,8,100.0,5,2
JOB_0279,SEC_023,South Central Railway,Weld Repair,2025-11-29,33,2.6,42.7,92.7,2,280,1,High,3,3,6,66.37,3,3
JOB_0280,SEC_015,Western Railway,Track Geometry Correction,2025-10-07,86,4.1,8.6,55.0,2,358,2,High,3,2,7,87.82,0,2
JOB_0281,SEC_001,Northern Railway,Signal Cable Work,2025-12-16,16,4.4,29.5,77.9,1,150,2,High,3,2,7,64.16,8,2
JOB_0282,SEC_028,Eastern Railway,Level Crossing Repair,2025-11-18,44,2.8,26.8,36.1,2,252,4,Critical,4,2,5,100.0,4,2
JOB_0283,SEC_034,Eastern Railway,OHE Maintenance,2025-11-12,50,3.3,14.3,40.1,3,294,5,Critical,4,2,6,100.0,4,2
JOB_0284,SEC_020,Central Railway,Ballast Tamping,2025-11-01,61,4.0,25.2,61.8,3,281,1,High,3,2,7,81.18,5,2
JOB_0285,SEC_018,Southern Railway,Fish Plate Fixing,2025-10-10,83,1.4,8.8,63.0,1,144,3,Critical,4,1,3,89.49,6,1
JOB_0286,SEC_021,Western Railway,Weld Repair,2025-12-29,3,4.0,42.0,87.1,4,167,4,High,3,2,7,92.03,13,2
JOB_0287,SEC_026,Central Railway,Level Crossing Repair,2025-12-28,4,4.1,5.1,85.9,3,127,5,High,3,3,8,75.72,7,3
JOB_0288,SEC_035,South Central Railway,Signal Cable Work,2025-10-08,85,4.0,11.4,33.7,1,287,3,Critical,4,1,6,100.0,2,1
JOB_0289,SEC_019,Northern Railway,Ballast Tamping,2025-11-02,60,5.2,39.4,39.9,2,337,2,Critical,4,1,7,100.0,5,1
JOB_0290,SEC_006,Southern Railway,Track Geometry Correction,2025-11-17,45,6.0,25.1,83.9,4,203,2,High,3,2,9,79.53,6,2
JOB_0291,SEC_022,Eastern Railway,Sleeper Replacement,2025-11-29,33,5.5,5.7,38.3,3,45,5,Critical,4,3,9,100.0,1,3
JOB_0292,SEC_031,Northern Railway,Track Geometry Correction,2025-10-29,64,6.5,14.0,33.3,2,48,1,High,3,2,9,76.35,4,2
JOB_0293,SEC_027,Western Railway,Rail Replacement,2025-12-13,19,8.0,24.1,77.0,2,258,2,High,3,2,11,60.58,4,2
JOB_0294,SEC_021,Western Railway,Weld Repair,2025-12-22,10,2.7,42.0,87.1,4,167,4,Critical,4,1,4,100.0,5,1
JOB_0295,SEC_004,Eastern Railway,Rail Replacement,2025-11-05,57,4.8,34.6,44.0,2,226,3,Critical,4,1,6,100.0,7,1
JOB_0296,SEC_006,Southern Railway,Weld Repair,2025-10-15,78,3.3,25.1,83.9,4,203,4,Critical,4,2,6,100.0,6,2
JOB_0297,SEC_031,Northern Railway,Level Crossing Repair,2026-01-01,0,3.6,14.0,33.3,2,48,1,Medium,2,2,6,50.78,29,2
JOB_0298,SEC_034,Eastern Railway,Track Geometry Correction,2025-12-30,2,5.5,14.3,40.1,3,294,1,Medium,2,1,7,48.53,12,1
JOB_0299,SEC_023,South Central Railway,Fish Plate Fixing,2025-12-16,16,1.8,42.7,92.7,2,280,1,Medium,2,1,3,55.24,9,1
JOB_0300,SEC_019,Northern Railway,Signal Cable Work,2025-10-27,66,4.1,39.4,39.9,2,337,5,Critical,4,2,7,100.0,2,2
